"Device_Identifiant","Device_Nom","DTwinTemplateId","DecoderBindingReference","DTwinName","DTwinDesc","TimeZoneInfoId","UpdateDataTime","AccessGroupIds","NotificationGroupIds","GroupIds","RetentionPolicyId","PlanReference","PricingPeriod","AutoRenew"
"","","atp-1","92155369-a06c-4aa0-9aad-2ccd0cfc8c1e","","","Romance Standard Time","True","rag-2, rag-3","ant-1","","arp-1","KSP KHEIRON Service Platform M","Yearly","True"
